,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
3278,52, Private,27187, Prof-school,5, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
3279,24, Private,96279, HS-grad,13, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
3280,17, Private,128378, Assoc-acdm,3, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
3281,41, Private,27162, Some-college,6, Married-civ-spouse, Craft-repair, Own-child, White, Female,1455,0,20, United-States, <=50K
3282,36, Private,242521, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, >50K
3283,44, Private,192381, HS-grad,13, Never-married, Sales, Own-child, White, Female,0,0,39, United-States, >50K
3284,46, Private,260560, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, >50K
3285,42, Private,161460, HS-grad,13, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, >50K
3286,19, Private,224680, Some-college,13, Never-married, ?, Husband, White, Male,0,0,40, United-States, <=50K
3287,50, Private,189551, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States, >50K
3288,26, Private,423711, Bachelors,9, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,12, United-States, <=50K
3289,20, Local-gov,52199, Bachelors,10, Never-married, Adm-clerical, Husband, White, Female,0,0,30, Philippines, >50K
3290,36, Private,110563, Some-college,13, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
3291,49, Private,107737, Masters,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,32, United-States, <=50K
3292,43, Private,269028, HS-grad,10, Divorced, Prof-specialty, Husband, Black, Female,0,0,80, United-States, >50K
3293,35, State-gov,282304, 10th,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,53, Cuba, <=50K
3294,22, Private,313243, 5th-6th,11, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,55, United-States, <=50K
3295,34, Local-gov,123983, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
3296,71, Self-emp-not-inc,61751, 11th,9, Never-married, Protective-serv, Unmarried, White, Female,0,0,16, United-States, <=50K
3297,65, State-gov,177711, HS-grad,13, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,30, United-States, >50K
3298,34, Private,130741, Some-college,4, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, >50K
3299,62, Private,143392, 9th,3, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
3300,29, Private,329144, HS-grad,6, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
3301,25, Private,219838, HS-grad,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
3302,31, Private,50178, HS-grad,13, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
3303,44, Self-emp-not-inc,218490, Prof-school,1, Married-civ-spouse, Sales, Own-child, White, Female,0,0,61, United-States, <=50K
3304,21, Private,289886, HS-grad,10, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,78, United-States, >50K
3305,35, Self-emp-not-inc,107746, 7th-8th,9, Divorced, Farming-fishing, Husband, Black, Female,1151,2258,14, Mexico, <=50K
3306,73, Private,82297, Some-college,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
3307,25, Private,147951, Doctorate,9, Never-married, Prof-specialty, Own-child, White, Female,0,0,38, United-States, <=50K
3308,23, Private,200559, HS-grad,15, Never-married, ?, Unmarried, White, Female,0,0,40, France, >50K
3309,30, Private,57067, Masters,13, Widowed, Prof-specialty, Own-child, White, Female,0,0,55, Poland, >50K
3310,19, State-gov,51170, 11th,7, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,25, United-States, <=50K
3311,73, Private,126125, Some-college,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
3312,52, Private,200127, Bachelors,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
3313,24, Private,254773, Bachelors,13, Separated, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
3314,38, Private,48087, HS-grad,10, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
3315,33, Private,103925, Some-college,15, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
3316,68, Private,151580, Some-college,10, Never-married, ?, Husband, White, Male,0,0,52, United-States, <=50K
3317,24, Private,223613, Bachelors,4, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,55, United-States, >50K
3318,81, Private,103024, Masters,13, Never-married, Tech-support, Husband, Asian-Pac-Islander, Female,2202,2002,38, United-States, <=50K
3319,74, Private,71800, HS-grad,10, Never-married, Exec-managerial, Not-in-family, White, Female,2050,0,40, United-States, <=50K
3320,30, Private,114648, Some-college,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
3321,43, Private,169583, HS-grad,12, Never-married, Exec-managerial, Not-in-family, White, Female,0,2559,60, United-States, >50K
3322,17, Private,289944, Bachelors,3, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
3323,26, State-gov,109463, Some-college,9, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,55, United-States, >50K
3324,25, Private,286146, HS-grad,16, Married-civ-spouse, Transport-moving, Husband, White, Male,4101,0,40, United-States, >50K
3325,42, Private,138179, Bachelors,9, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
3326,30, Private,22155, Masters,13, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
3327,23, Self-emp-not-inc,215443, 9th,11, Widowed, Transport-moving, Unmarried, White, Female,0,0,45, United-States, <=50K
3328,67, Private,157236, HS-grad,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
3329,30, Private,59496, Some-college,13, Never-married, Prof-specialty, Unmarried, White, Male,0,0,68, United-States, <=50K
3330,86, Self-emp-inc,127151, Assoc-voc,7, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,22, United-States, >50K
3331,40, Private,128401, Bachelors,7, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,32, United-States, <=50K
3332,34, Private,119558, HS-grad,13, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
3333,39, Private,183061, HS-grad,10, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
3334,47, Private,197397, 10th,5, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
3335,51, ?,269604, HS-grad,13, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,50, Ireland, <=50K
3336,47, Private,143280, HS-grad,8, Never-married, ?, Wife, White, Female,2036,0,55, United-States, <=50K
3337,27, Private,189502, Bachelors,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
3338,30, Private,403276, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
3339,61, Private,236599, HS-grad,10, Divorced, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, >50K
3340,20, Self-emp-not-inc,273876, HS-grad,9, Divorced, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, >50K
3341,56, Private,203488, Masters,12, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,2290,0,40, United-States, >50K
3342,29, Private,396099, Assoc-acdm,6, Divorced, Transport-moving, Unmarried, Black, Female,2829,0,40, United-States, <=50K
3343,27, State-gov,103802, HS-grad,3, Never-married, Prof-specialty, Wife, White, Female,0,0,26, El-Salvador, >50K
3344,19, Private,120475, Bachelors,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,98, United-States, <=50K
3345,22, State-gov,153841, Bachelors,12, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, >50K
3346,34, Private,219941, Some-college,13, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
3347,56, Private,201844, HS-grad,9, Widowed, Handlers-cleaners, Husband, White, Female,0,0,55, United-States, <=50K
3348,39, Private,224680, HS-grad,13, Never-married, ?, Husband, White, Female,0,0,40, United-States, >50K
3349,35, Private,80485, Some-college,11, Divorced, Prof-specialty, Husband, White, Female,0,0,40, France, >50K
3350,35, Private,260617, Some-college,7, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
3351,68, Private,180247, 11th,10, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, >50K
3352,24, Private,335549, Masters,9, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
3353,38, Local-gov,160942, Bachelors,15, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,1669,80, Taiwan, <=50K
3354,55, Self-emp-not-inc,177305, HS-grad,10, Never-married, Exec-managerial, Husband, White, Female,3781,0,55, United-States, >50K
3355,41, Local-gov,35224, Masters,10, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
3356,37, Private,182074, Prof-school,6, Widowed, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
3357,74, Private,147654, HS-grad,9, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
3358,65, State-gov,80333, Bachelors,10, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, United-States, >50K
3359,71, Local-gov,224886, HS-grad,13, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
3360,33, Private,103651, 11th,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
3361,72, Without-pay,317078, HS-grad,12, Never-married, Other-service, Own-child, White, Female,3887,1721,28, United-States, >50K
3362,52, Self-emp-inc,45912, HS-grad,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
3363,44, Private,55718, Some-college,10, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, >50K
3364,62, Private,185041, HS-grad,10, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
3365,30, Private,138705, Assoc-voc,10, Never-married, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
3366,63, Private,282680, 7th-8th,12, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
3367,56, Local-gov,299080, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,43, United-States, >50K
3368,29, Private,155755, HS-grad,9, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
3369,51, Private,309122, HS-grad,10, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
3370,31, Private,336543, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
3371,24, State-gov,46987, HS-grad,8, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
3372,17, Private,235909, Preschool,13, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
3373,41, Local-gov,276709, Bachelors,9, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
3374,42, Private,144928, Some-college,13, Never-married, Sales, Husband, White, Male,0,0,40, United-States, >50K
3375,32, Private,136331, HS-grad,3, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
3376,38, Private,398473, Masters,10, Separated, Transport-moving, Not-in-family, White, Male,0,0,28, Mexico, >50K
3377,21, Self-emp-not-inc,153326, HS-grad,13, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
3378,21, Private,135020, 9th,10, Divorced, Adm-clerical, Wife, White, Female,0,0,30, Peru, <=50K
3379,19, Private,378322, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
3380,47, Private,67544, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,60, United-States, >50K
3381,33, Private,176751, Masters,6, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
3382,49, Private,330571, HS-grad,9, Separated, Prof-specialty, Own-child, White, Male,0,0,45, United-States, >50K
3383,31, Private,197369, Bachelors,13, Widowed, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
3384,31, Private,142076, Some-college,16, Married-civ-spouse, ?, Not-in-family, White, Female,0,0,25, Cambodia, >50K
3385,27, Private,149943, Masters,14, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
3386,29, Private,123273, Some-college,16, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Trinadad&Tobago, >50K
3387,34, Self-emp-not-inc,193090, Some-college,6, Divorced, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
3388,50, Private,176050, Bachelors,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, ?, >50K
3389,66, Self-emp-inc,32732, Some-college,10, Never-married, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
3390,46, Private,95552, Bachelors,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,3, United-States, <=50K
3391,50, Private,354784, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
3392,21, Private,253814, Prof-school,9, Never-married, Adm-clerical, Husband, White, Male,0,0,24, United-States, >50K
3393,45, State-gov,46281, 10th,13, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,45, Honduras, <=50K
3394,79, Private,96073, 11th,10, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, France, >50K
3395,36, Private,269080, Bachelors,9, Never-married, ?, Unmarried, White, Male,0,0,40, United-States, <=50K
3396,37, Private,1033222, Bachelors,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
3397,19, State-gov,178778, HS-grad,13, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, >50K
3398,30, Private,184307, 7th-8th,14, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, >50K
3399,30, Private,135785, HS-grad,7, Divorced, Exec-managerial, Unmarried, White, Male,0,0,20, United-States, >50K
3400,53, Self-emp-inc,210474, Some-college,16, Never-married, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
3401,41, Private,265314, Masters,5, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,4508,0,30, United-States, >50K
3402,46, ?,230951, Bachelors,5, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
3403,27, Private,407495, Some-college,9, Never-married, Other-service, Not-in-family, White, Male,0,0,61, Taiwan, >50K
3404,32, Private,177761, Bachelors,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
3405,24, Private,260254, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, ?, >50K
3406,58, Private,188166, Prof-school,12, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,60, United-States, >50K
3407,29, Private,213140, Doctorate,13, Never-married, Sales, Husband, White, Female,6849,0,20, United-States, >50K
3408,40, Private,191291, Masters,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
3409,35, Private,72333, Some-college,13, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
